ID,mondo_id,prob,log2(prob/prior),related_words,top1_score,top2_score,top_gap,species
GSE75714,MONDO_0011996,0.0182530078180193,0.1595371367653517,"cells,rna,rnaseq",0.1595371367653517,0.0977952636372229,0.06174187312812879,mouse
GSE75715,MONDO_0004979,0.0080490956295559,0.2328669699856008,"airway,epithelial",0.2328669699856008,0.1935347002744141,0.039332269711186696,mouse
GSE75735,MONDO_0015823,0.0042823145810868,0.0633438336554579,"clones,mesc",0.0633438336554579,0.0469635529278139,0.016380280727643998,mouse
GSE75737,MONDO_0015823,0.0043230387435576,0.0769988187871835,"clones,mesc",0.0769988187871835,0.0615124853362329,0.015486333450950594,mouse
GSE75738,MONDO_0005040,0.002313716671509,0.178118578886317,germ,0.178118578886317,0.1773425725699861,0.0007760063163309017,mouse
GSE75751,MONDO_0005381,0.0967287830897035,0.2440029336201677,"accessibility,chromatin,cluster,global,proteins,single,transcription",0.2440029336201677,0.1852898915942725,0.058713042025895196,mouse
GSE75760,MONDO_0003150,0.0962022944398772,1.7454533096126508,"cancer,prostate",1.7454533096126508,1.7115545628214448,0.03389874679120597,mouse
GSE75761,MONDO_0011996,0.0176833833262993,0.1137972480770088,"cell,cells,rnaseq",0.1137972480770088,0.0052511773120202,0.10854607076498861,mouse
GSE75762,MONDO_0011996,0.0177153763750773,0.1164050357945254,"cell,cells,rnaseq",0.1164050357945254,0.005490425407502,0.1109146103870234,mouse
GSE75767,MONDO_0005148,0.008028635203102,0.3012179694231228,type,0.3012179694231228,0.2882315698520282,0.012986399571094598,mouse
GSE75775,MONDO_0005084,0.097347275448152,0.6387631126151048,"disorder,gene,genes,neuronal,neurons,replicates,synaptic",0.6387631126151048,0.5880665535607359,0.05069655905436887,mouse
GSE75778,MONDO_0005395,0.0471355800776992,1.3329283753892118,"ataxia,cag,cerebellar,disease,expansion,neurodegenerative,purkinje",1.3329283753892118,0.5407742183027836,0.7921541570864282,mouse
GSE75787,MONDO_0002254,0.0657780014150675,0.417465768175077,"bone,defects,deletion,developmental,marrow,mutations,patients,skeletal,stem,stromal,syndrome",0.417465768175077,0.3109008403069524,0.1065649278681246,mouse
GSE75804,MONDO_0019052,0.0180962974435951,0.1866270098932817,"cells,mouse,stem",0.1866270098932817,0.125801140297231,0.06082586959605071,mouse
GSE75809,MONDO_0011996,0.0188757156429961,0.2079342619692566,"cell,lines,rnaseq",0.2079342619692566,0.0531800577791085,0.1547542041901481,mouse
GSE75816,MONDO_0002494,0.0078656171235559,0.6171059906809659,"cortex,prefrontal",0.6171059906809659,0.3042115807154427,0.31289440996552326,mouse
GSE75826,MONDO_0005372,0.0052532796085717,0.2422014023445887,spermatogenesis,0.2422014023445887,0.1573599024664321,0.08484149987815659,mouse
GSE75832,MONDO_0003939,0.073196636736231,1.5234228011793425,"muscle,muscles,skeletal",1.5234228011793425,1.513225349686245,0.010197451493097587,mouse
