ID,child,parent,child_score,parent_score,delta,child_gt_parent
GSE57043,MONDO_0000376,MONDO_0004992,1.4471436635286152,-0.697175292541335,2.1443189560699505,True
GSE71629,MONDO_0000376,MONDO_0004992,1.4443792417684906,-0.0329249675457935,1.477304209314284,True
GSE57391,MONDO_0000376,MONDO_0004992,1.443311393450824,-0.6750049727965277,2.1183163662473516,True
GSE87681,MONDO_0000376,MONDO_0004992,1.4205011915006944,0.1451119579171048,1.2753892335835897,True
GSE93339,MONDO_0000376,MONDO_0004992,1.364797495146478,-0.7833745802581659,2.148172075404644,True
GSE101696,MONDO_0000376,MONDO_0004992,1.3283755733756637,-1.0345290511015075,2.362904624477171,True
GSE97054,MONDO_0000376,MONDO_0004992,1.3273029184471266,-0.624317442502536,1.9516203609496625,True
GSE70819,MONDO_0000376,MONDO_0004992,1.316260363330462,-0.8887593075611326,2.205019670891595,True
GSE52594,MONDO_0000376,MONDO_0004992,1.3034425303497694,0.1374513094766971,1.1659912208730723,True
GSE122331,MONDO_0000376,MONDO_0004992,1.1895999070275165,-0.5221336415231338,1.7117335485506504,True
GSE76772,MONDO_0000376,MONDO_0004992,1.1797433244908224,0.2100224909148747,0.9697208335759477,True
GSE70020,MONDO_0000376,MONDO_0004992,1.165803932597061,-1.0706517890834175,2.2364557216804783,True
GSE73932,MONDO_0000376,MONDO_0004992,1.0788534521749071,-1.047698705776678,2.1265521579515854,True
GSE90148,MONDO_0000376,MONDO_0004992,1.0225302394671014,-1.206704340865454,2.2292345803325553,True
GSE59831,MONDO_0000402,MONDO_0002120,1.5055895123474528,1.332392282105366,0.17319723024208677,True
GSE83991,MONDO_0000402,MONDO_0002120,1.4297114405925688,1.257745412520338,0.17196602807223083,True
GSE82005,MONDO_0000402,MONDO_0002120,1.4189296979626922,1.8488800299441983,-0.4299503319815061,False
GSE94306,MONDO_0000402,MONDO_0002120,1.2205146653850076,1.0720642350883829,0.14845043029662475,True
GSE104264,MONDO_0000402,MONDO_0002120,1.196265403350976,1.0572722751319736,0.13899312821900245,True
GSE78184,MONDO_0000402,MONDO_0002120,1.1748811944641049,1.059256388669837,0.11562480579426793,True
GSE70046,MONDO_0000402,MONDO_0002120,1.1243643052504555,1.0550449081853714,0.06931939706508405,True
GSE97196,MONDO_0000402,MONDO_0002120,1.1104890727491226,0.9750546560739972,0.13543441667512535,True
GSE88908,MONDO_0000402,MONDO_0002120,1.0787427405558552,0.9235880574752812,0.155154683080574,True
GSE87387,MONDO_0000402,MONDO_0002120,1.0175482099105804,1.0140398809572335,0.003508328953346851,True
GSE51144,MONDO_0000402,MONDO_0002120,1.0025866490229345,0.8899636281281036,0.1126230208948309,True
GSE68472,MONDO_0000548,MONDO_0018364,1.0677982729992386,2.8925109277691248,-1.8247126547698862,False
GSE86301,MONDO_0000616,MONDO_0006116,1.669000824041242,3.216555050375422,-1.5475542263341802,False
GSE101994,MONDO_0000616,MONDO_0006116,1.151614467873426,0.6049771535197762,0.5466373143536497,True
