gse	pmid	subseries	superseries	affiliation	BioProject	SRA
GSE103272	29158510; 37994351	['GSE103275']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA401672']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP125700']
GSE103319	28978473				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA401655']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP124499']
GSE103341					['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA401846']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP131328']
GSE103377	30104731	['GSE87370']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA401711']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP131336']
GSE103390	29187810				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA401713']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP131338']
GSE103435					['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA401858']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP116945']
GSE103471	29382756				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA401747']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP117080']
GSE103492	29176883				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA401759']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP116923']
GSE103524	28923910	['GSE103538']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA401823']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP117031']
GSE103525	28923910	['GSE103538']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA401822']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP117032']
GSE103545	29083322				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA401804']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP116898']
GSE103574	29224777	['GSE99521']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA401930']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP116928']
GSE103583	29180618				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA401996']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP117019']
GSE103662	29888767; 31234811	['GSE103663']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA403858']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP117182']
GSE103667	29576526				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA403993']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP117211']
GSE103670	29279353				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA404000']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP117214']
GSE103685	29483650				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA404057']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP117246']
GSE103712	28864476	['GSE75313']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA406731']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP117275']
GSE103713	28864476	['GSE75313']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA406730']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP117274']
GSE103714	29089420				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA406729']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP117276']
GSE103722					['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA406825']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP117285']
GSE103725	28864476	['GSE75313']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA406876']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP117311']
GSE103736					['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA406897']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP117321']
GSE103753	29249358				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA406929']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP117331']
GSE103799	29202483				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA407070']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP117580']
GSE103822	28286175				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA407107']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP117604']
GSE103847	29035364				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA407286']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP117660']
GSE103849	29073101				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA407288']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP117662']
GSE103880	29346554				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA407373']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP117703']
GSE103901	29056343	['GSE103904']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA407446']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP117731']
GSE103903	28930658	['GSE100963']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA407438']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP117732']
GSE103933	35222015				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA407676']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP117808']
GSE103949	29149604				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA407763']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP117936']
GSE103956	29196450				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA407766']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP117919']
GSE103958	29403501				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA407775']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP117927']
GSE103976	29024657				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA407818']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP117980']
GSE104054	29217582				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA408125']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP118316']
GSE104064					['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA408141']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP118346']
GSE104065	28939666				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA408140']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP118359']
GSE104086					['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA408174']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP118401']
GSE104096	29045902				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA408233']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP118470']
GSE104138	29084774				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA411792']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP118617']
GSE104163	28982687				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA411843']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP118716']
GSE104189	29117564				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA411999']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP118787']
GSE104205	29163475				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA412033']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP118806']
GSE104213	30241496				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA412077']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP118820']
GSE104236	29124042				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA412099']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP118845']
GSE104264	29084208; 31406165				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA412197']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP118895']
GSE104294	29191879				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA412257']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP118933']
GSE104300	30037926				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA412268']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP118944']
GSE104305	29426892				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA412309']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP118964']
GSE104325	29056337	['GSE103214']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA412380']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP118993']
GSE104331					['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA412372']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP118988']
GSE104365	29093270				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA412455']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP119033']
GSE104396	29183737				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA412523']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP119079']
GSE104415	29618815				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA412544']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP119095']
GSE104424	29208638				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA412589']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP119123']
GSE104443	29070831				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA412641']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP119154']
GSE104453	29249668	['GSE104454']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA412660']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP119160']
GSE104461					['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA412670']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP119172']
GSE104463					['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA412776']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP119205']
GSE104478					['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA412813']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP119239']
GSE104507	29672594	['GSE104517']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA412869']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP119258']
GSE104508	29091029				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA412870']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP119259']
GSE104513	29065928				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA412919']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP119276']
GSE104519	29038567				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA412891']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP119268']
GSE104525	28846088				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA413529']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP119527']
GSE104555	28935668				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA413045']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP119326']
GSE104560	29065506				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA413054']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP119333']
GSE104633					['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA413378']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP119458']
GSE104651	29129683				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA413400']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP119471']
GSE104657	29153392	['GSE104660']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA413413']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP119473']
GSE104658	29153392	['GSE104660']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA413412']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP119476']
GSE104686	29335608				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA413499']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP119514']
GSE104689	29282253				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA413518']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP119516']
GSE104708	29302015				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA413546']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP119537']
GSE104725	30683688				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA413658']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP119595']
GSE104734	27113289				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA413695']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP119609']
GSE104762	28947532				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA413784']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP119660']
GSE104777	30936448					['https://www.ncbi.nlm.nih.gov/sra?term=SRP119232']
GSE104790	29858009				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA413826']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP119696']
GSE104803					['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA413886']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP119732']
GSE104820	29217759				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA413937']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP119762']
GSE104867	29855337				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA414058']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP119834']
GSE104875	29162437	['GSE104876']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA414080']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP119843']
GSE104920	29234000				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA414129']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP119876']
GSE104990	29212017				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA414379']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP119989']
GSE105035	29046485				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA414450']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP120038']
GSE105043	29072292				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA416792']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP123345']
GSE105045	30104565	['GSE105047']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA414468']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP120041']
GSE105051	29222412; 36735680				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA414476']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP120053']
GSE105054	28296635				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA414474']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP120052']
GSE105055	29233982					['https://www.ncbi.nlm.nih.gov/sra?term=SRP117574']
GSE105138	29438700	['GSE105166']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA414917']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP120378']
GSE105158					['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA414976']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP120493']
GSE105159	29276143				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA414975']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP120494']
GSE105266	30742630				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA415173']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP120602']
GSE105455	29202469	['GSE105456']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA415206']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP120624']
GSE105471	29153837				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA415216']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP120628']
GSE105806	29212666	['GSE105808']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA415460']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP120994']
GSE106072					['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA415544']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP121205']
GSE106083	29166616				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA415568']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP121220']
GSE106085	29158444				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA415580']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP121227']
GSE106102	29224783				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA415603']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP121310']
GSE106107	29211713	['GSE107395']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA415613']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP121320']
GSE106120	29254825				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA415630']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP121337']
GSE106138	29222089; 30134157; 30082830; 32045471	['GSE106139']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA415721']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP121410']
GSE106161					['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA415795']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP121465']
GSE106165					['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA415801']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP121471']
GSE106188	28632132				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA415839']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP121492']
GSE106210	29376887				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA415925']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP121633']
GSE106259	29263385				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA416058']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP122490']
GSE106264	29326266	['GSE106268']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA416096']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP122504']
GSE106273	29225342				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA416110']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP122508']
GSE106275	29298830				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA416111']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP122510']
GSE106294	26502261				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA416138']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP122537', 'https://www.ncbi.nlm.nih.gov/sra?term=SRP122537']
GSE106330	29281831				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA416320']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP122930']
GSE106332	29420174	['GSE106334']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA416317']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP122929']
GSE106349	30282719				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA416366']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP122966']
GSE106365					['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA416448']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP123056']
GSE106386	30349096				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA416661']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP123232']
GSE106413					['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA416793']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP123344']
GSE106423	29346752				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA416850']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP123442']
GSE106436					['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA416869']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP123450']
GSE106447	29241552				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA416906']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP123459']
GSE106467	29282307				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA416932']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP123519']
GSE106471	29106401	['GSE106473']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA417168']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP124082']
GSE106488	29907154				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA417027']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP123574']
GSE106510	30392957				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA417070']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP123595']
GSE106550					['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA417234']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP124219']
GSE106575	29202461				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA417271']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP124262']
GSE106586	29276151				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA417294']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP124290']
GSE106594	29326275				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA417315']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP124309']
GSE106612	29281840				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA417454']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP124470']
GSE106663	30454646	['GSE94676']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA417562']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP124591']
GSE106674	29262316				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA417590']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP124606']
GSE106678	29220646				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA417665']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP124611']
GSE106692	29268096				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA417689']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP124637']
GSE106700	29343442; 30799488	['GSE106706']				['https://www.ncbi.nlm.nih.gov/sra?term=SRP123511']
GSE106709	29304344				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA417706']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP124663']
GSE106760					['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA417864']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP124747']
GSE106789	29328911	['GSE97926']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA418042']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP124807']
GSE106895	29563175				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA418340']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP124976']
GSE106901	29351990				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA418408']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP125006']
GSE106913	30676324				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA418453']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP125035']
GSE106969	30306639	['GSE106994']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA418689']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP125082']
GSE107053	29281816				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA418920']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP125186']
GSE107115	29212019				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA419581']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP125527']
GSE107122	29281841				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA419066']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP125263']
GSE107220					['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA419350']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP125398']
GSE107281	29211713	['GSE107395']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA419547']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP125508']
GSE107289	29211713	['GSE107395']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA419738']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP125591']
GSE107338	29288198				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA419803']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP125629']
GSE107389	26818017				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA419955']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP125702']
GSE107413	29358404				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA420034']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP125739']
GSE107470	29311302; 35941104; 40275022				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA420195']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP125804']
GSE107583	29141911	['GSE83869']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA420726']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP125996']
GSE107586	30483051				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA420717']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP126001']
GSE107592	30194383				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA420679']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP125963']
GSE107617	29396395				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA420848']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP125990']
GSE107623	31536771				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA420854']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP126004']
GSE107632	29320739				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA420939']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP126053']
