gse	pmid	subseries	superseries	affiliation	BioProject	SRA
GSE103658	28864476	['GSE75313']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA403850']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP117178']
GSE103672	28973892				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA404004']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP117215']
GSE103687	28864476	['GSE75313']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA404059']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP117244']
GSE103688	28864476	['GSE75313']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA404058']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP117245']
GSE103711	28864476	['GSE75313']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA406732']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP117273']
GSE103715	28972157				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA404971']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP117268']
GSE103719	30257221				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA406823']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP117282']
GSE103763	29972822				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA406943']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP117344']
GSE103790	29291346				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA407054']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP117568']
GSE103826	27116668				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA407115']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP117613']
GSE103837	28974650				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA407215']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP117619']
GSE103844	28763457					['https://www.ncbi.nlm.nih.gov/sra?term=SRP117629']
GSE103850	29220513				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA407290']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP117663']
GSE103868	29122982				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA407355']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP117688']
GSE103907	29346775				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA408077']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP118294']
GSE103930	29142230				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA407635']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP117785']
GSE103934	34751409				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA407679']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP117809']
GSE103997	29056323				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA407928']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP118087']
GSE104001	30568279				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA407924']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP118092']
GSE104018					['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA407957']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP118127']
GSE104149	29324233; 31671203				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA411820']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP118694']
GSE104177	28974548				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA411985']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP118776']
GSE104193	29383126				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA412005']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP118788']
GSE104209	29170510				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA412038']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP118804']
GSE104227	29328908				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA412081']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP118826']
GSE104280					['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA412239']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP118916']
GSE104282	29328908				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA412227']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP118909']
GSE104288	29125828; 31665133; 32291635; 34718736				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA412241']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP118922']
GSE104310					['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA412314']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP118972']
GSE104348	29305462	['GSE104349']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA412403']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP119002']
GSE104465	29394375				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA412777']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP119207']
GSE104522					['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA412905']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP119274']
GSE104527					['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA412929']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP119281']
GSE104537	29233921				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA412987']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP119312']
GSE104552	29440125				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA413038']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP119324']
GSE104583	29129686				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA413135']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP119392']
GSE104589	30880234				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA413142']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP119399']
GSE104600	29309048				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA413178']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP119425']
GSE104674	30737520; 38016481				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA413465']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP119500']
GSE104690	29337181				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA413520']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP119523']
GSE104704	29507413	['GSE104705']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA413568']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP119561']
GSE104714	29337990				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA413586']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP119557']
GSE104736	29228002				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA413699']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP119610']
GSE104766	29152775				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA413799']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP119676']
GSE104784					['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA413815']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP119686']
GSE104827	29233477; 31814692; 31631019				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA413944']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP119766']
GSE104836	30039525				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA413956']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP119775']
GSE104854	29632808				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA414037']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP119824']
GSE104873	29162437	['GSE104876']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA414076']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP119842']
GSE104969	29078328				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA414247']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP119933']
GSE105019	30361550				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA414430']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP120018']
GSE105022	29078328				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA414434']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP120023']
GSE105039	29241042; 37962355	['GSE105040']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA414465']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP120046']
GSE105064	29780389				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA414543']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP120122']
GSE105083	29356532; 32699225				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA414612']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP120158']
GSE105137	29438700	['GSE105166']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA414916']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP120377']
GSE105142	29632539				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA414921']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP120383']
GSE105216	29296884				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA415060']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP120554']
GSE105248	29158377				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA415055']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP120558']
GSE105783	29361555				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA415391']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP120966']
GSE105884	30413672				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA415474']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP121005']
GSE106092	29167454				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA415591']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP121232']
GSE106118	30759401				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA415637']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP121350']
GSE106148	29514095; 30507613				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA415746']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP121445']
GSE106170					['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA415805']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP121475']
GSE106261	29281661				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA416066']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP122496']
GSE106289	29264516; 30176893				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA416131']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP122528']
GSE106292	29255171; 30194383				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA416136']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP122535']
GSE106336	29170413				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA416329']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP122941']
GSE106338	30866995; 31773340				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA416330']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP122939']
GSE106387					['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA416663']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP123235']
GSE106391	29674644				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA416701']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP123293']
GSE106393	29247756				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA416702']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP123295']
GSE106394					['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA416704']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP123296']
GSE106520	29342213; 31666072				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA417085']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP123611']
GSE106540	29352091	['GSE106544']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA417191']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP124157']
GSE106542	29352091	['GSE106544']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA417194']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP124159']
GSE106545	29379210				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA417188']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP124156']
GSE106605					['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA417393']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP124462']
GSE106681	31644911	['GSE106695']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA417666']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP124620']
GSE106688	30948719	['GSE106690']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA417683']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP124631']
GSE106694	31644911	['GSE106695']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA417694']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP124640']
GSE106696					['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA417696']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP124641']
GSE106804	29330365				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA418103']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP124834']
GSE106844	29295936				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA418173']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP124878']
GSE106847	29440509				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA418171']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP124873']
GSE106885					['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA418319']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP124965']
GSE106917	29199958				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA418439']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP125023']
GSE106984	29337119				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA418721']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP125095']
GSE106989	29281661	['GSE107195']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA418738']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP125101']
GSE106991	29320761				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA418736']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP125103']
GSE107006	29295920				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA418772']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP125117']
GSE107029	29339785	['GSE107033']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA418883']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP125237']
GSE107030					['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA418853']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP125146']
GSE107096	29339449				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA418982']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP125231']
GSE107149		['GSE104579']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA419463']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP125490']
GSE107173	29292161				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA419212']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP125334']
GSE107181	30335683	['GSE107182']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA419263']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP125441']
GSE107196	29301971				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA419258']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP125354']
GSE107218	29274096				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA419347']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP125396']
GSE107245	29463595				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA419409']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP125430']
GSE107307					['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA419740']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP125592']
GSE107363	29137139				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA419897']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP125671']
GSE107542	29269483				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA420499']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP125893']
GSE107574	29234067				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA420685']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP125959']
GSE107581	29510196				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA420727']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP125995']
GSE107590					['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA420692']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP125951']
GSE107601	29254993				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA420677']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP125962']
GSE107649	29262782				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA420979']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP126077']
GSE107654	29208628	['GSE89895']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA420980']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP126289']
GSE107680	29339472				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA421010']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP126100']
GSE107735	29143738	['GSE107783']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA421314']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP126244']
GSE107746	30472193				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA421274']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP126216']
GSE107762	29262329				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA421322']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP126247']
GSE107821	28484006				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA421491']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP126344']
GSE107848	29215599				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA421706']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP126402']
GSE107871	29273799				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA421744']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP126422']
GSE107894	29383869				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA421888']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP126485']
GSE107898	29281100; 30208323	['GSE117884']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA421899']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP126489']
GSE107923					['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA421939']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP126505']
GSE108003	29298978	['GSE108004']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA422203']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP126623']
GSE108013	29330292				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA422221']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP126639']
GSE108023	30833571; 36043126				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA422258']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP126667']
GSE108072	30293774; 30567413				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA422401']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP126741']
GSE108094	30649277				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA422432']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP126773']
GSE108111	30087459				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA422464']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP126790']
GSE108140	28747380				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA422579']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP126849']
GSE108308	29309722				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA423076']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP127178']
GSE108313	30567574				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA423077']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP127179']
GSE108366	29437960					['https://www.ncbi.nlm.nih.gov/sra?term=SRP121524']
GSE108391	29472484				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA427119']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP127325']
GSE108444	29378643	['GSE108445']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA427303']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP127395']
GSE108465	29217753				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA427332']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP127411']
GSE108495	30127373				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA427438']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP127506']
GSE108526	30297339				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA427566']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP127563']
GSE108571					['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA427709']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP127624']
GSE108643	34472674				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA427961']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP127751']
GSE108763					['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA428512']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP130932']
GSE108883					['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA429003']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP128564']
GSE108905	29979748				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA429064']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP128608']
GSE108923	29334734				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA429173']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP130955']
GSE108971	28739185				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA429262']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP128579']
GSE109028	29339449				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA429446']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP128699']
GSE109072	29024780				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA429571']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP128876']
GSE109082	29335024; 39152463				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA429623']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP128898']
GSE109108	30828688				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA429652']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP128927']
GSE109140	33495488				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA429757']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP128998']
GSE109142	30604764				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA429769']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP129004']
GSE109185	29481901				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA430074']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP130975']
GSE109313					['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA430406']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP131083']
GSE109373	29463573				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA430702']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP131048']
GSE109419	29668032				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA430860']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP131142']
GSE109463	29143341				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA430954']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP131103']
GSE109483					['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA431175']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP131119']
GSE109484	29548336				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA431176']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP131120']
GSE109620	29510190; 35241665; 37790936				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA431541']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP131216']
GSE109673	30343511	['GSE109675']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA431630']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP131406']
GSE109683	30527760				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA431651']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP131419']
GSE109686					['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA431661']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP131422']
GSE109702						
GSE109708	30242112				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA431777']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP131486']
GSE109795	30710150; 30914825				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA432053']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP131681']
GSE109843	30478422				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA432168']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP131775']
GSE110278	30682454; 32426497				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA433368']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP132370']
GSE110999	29717110				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA435554']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP133278']
GSE111036	30122656				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA435668']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP133349']
GSE111049	30683619				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA435719']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP133374']
GSE111203	30796839	['GSE119588']			['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA436154']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP133598']
GSE111520	30700829				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA437294']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP134098']
GSE112295	30355487				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA445552']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP136387']
GSE112557	32433967				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA448175']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP136836']
GSE113098	30883723				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA450011']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP139910']
GSE113185	29902480				['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA450389']	['https://www.ncbi.nlm.nih.gov/sra?term=SRP140515']
