human_gse,mouse_gse,jaccard,containment,overlap_count,shared_cuis,human_title,mouse_title
GSE89729,GSE33141,0.2874015748031496,0.4679487179487179,73,"['C0002778', 'C0007634', 'C0008630', 'C0008972', 'C0009585', 'C0009586', 'C0010992', 'C0012737', 'C0017262', 'C0017337', 'C0018017', 'C0026661', 'C0035696', 'C0040649', 'C0079429', 'C0162340', 'C0162801', 'C0171406', 'C0185117', 'C0205396', 'C0205556', 'C0220825', 'C0333288', 'C0370079', 'C0392762', 'C0423896', 'C0439855', 'C0443131', 'C0456205', 'C0552545', 'C0557651', 'C0752248', 'C0814926', 'C0872262', 'C0887945', 'C0887955', 'C0920317', 'C0936012', 'C0947630', 'C1136156', 'C1261322', 'C1294197', 'C1417679', 'C1519595', 'C1522740', 'C1524024', 'C1550043', 'C1550605', 'C1561491', 'C1704241', 'C1705923', 'C1710679', 'C1880022', 'C1880156', 'C2245017', 'C2603343', 'C2911684', 'C2936621', 'C2936622', 'C2936624', 'C3178810', 'C3640979', 'C3714634', 'C3854321', 'C3858752', 'C3898448', 'C4086963', 'C4330825', 'C4699379', 'C4723641', 'C4760607', 'C5236074', 'C5667317']",Quantitative Analysis of PPARD Transcriptomes  in Colon Cancer Cells by Next Generation Sequencing (NGS),Next Generation Sequencing Facilitates Quantitative Analysis of Wild Type and Nrl-/- Retinal Transcriptomes
GSE71012,GSE97062,0.2857142857142857,0.4782608695652174,66,"['C0004561', 'C0007634', 'C0008630', 'C0008972', 'C0010992', 'C0017260', 'C0017262', 'C0017337', 'C0018017', 'C0023172', 'C0025663', 'C0025664', 'C0040649', 'C0079429', 'C0151904', 'C0162801', 'C0185117', 'C0205216', 'C0205396', 'C0221106', 'C0370079', 'C0392756', 'C0441833', 'C0441889', 'C0449851', 'C0456079', 'C0456984', 'C0524983', 'C0552545', 'C0557651', 'C0597298', 'C0687744', 'C0814926', 'C0871511', 'C0936012', 'C0947630', 'C1136156', 'C1294197', 'C1417679', 'C1519595', 'C1524024', 'C1537811', 'C1546459', 'C1547707', 'C1550043', 'C1561491', 'C1705923', 'C1710679', 'C2603343', 'C2911684', 'C2930505', 'C2936624', 'C2979882', 'C3244125', 'C3640979', 'C3854321', 'C3858752', 'C3899739', 'C4086963', 'C4699379', 'C4723641', 'C4760607', 'C5236074', 'C5551416', 'C5551417', 'C5667317']",LIN28A modulates splicing and gene expression programs in breast cancer cells [RNA-Seq],Next Generation Sequencing Facilitates The Study of the Effect of ABX464 in Intestinal Inflammation
GSE115575,GSE33141,0.2857142857142857,0.5740740740740741,62,"['C0002778', 'C0007634', 'C0008630', 'C0008972', 'C0009585', 'C0009586', 'C0010992', 'C0012737', 'C0017262', 'C0018017', 'C0162340', 'C0171406', 'C0178628', 'C0185117', 'C0205396', 'C0205556', 'C0220825', 'C0333288', 'C0370079', 'C0376306', 'C0392762', 'C0423896', 'C0439855', 'C0443131', 'C0456205', 'C0456984', 'C0552545', 'C0557651', 'C0752248', 'C0814926', 'C0872262', 'C0920317', 'C0936012', 'C0947630', 'C1136359', 'C1261322', 'C1522740', 'C1524024', 'C1550043', 'C1550605', 'C1704241', 'C1705923', 'C1710679', 'C1880022', 'C1880156', 'C2245017', 'C2603343', 'C2911684', 'C3178810', 'C3242365', 'C3244125', 'C3640979', 'C3714634', 'C3854321', 'C3858752', 'C4086963', 'C4699379', 'C4723641', 'C4760607', 'C5236074', 'C5237799', 'C5667317']",yylncT acts as a gatekeeper of the mesodermal transcriptional program by local modulation of DNMT3B [human_1],Next Generation Sequencing Facilitates Quantitative Analysis of Wild Type and Nrl-/- Retinal Transcriptomes
GSE36952,GSE70596,0.2857142857142857,0.4788732394366197,34,"['C0008972', 'C0017260', 'C0018017', 'C0025663', 'C0025664', 'C0035668', 'C0040649', 'C0162801', 'C0441889', 'C0449851', 'C0456079', 'C0557651', 'C0597298', 'C0681836', 'C0752248', 'C0871511', 'C0936012', 'C0947630', 'C1136156', 'C1294197', 'C1449575', 'C1519595', 'C1519941', 'C1537811', 'C1546459', 'C1547707', 'C1561491', 'C1705923', 'C2603343', 'C2930505', 'C2979882', 'C4723641', 'C5551416', 'C5551417']",Transcriptome wide analysis of  classically  and alternatively activated macrophages,An IL-23R/IL-22 circuit regulates epithelial serum amyloid A to promote local effector Th17 responses [RNA-Seq]
GSE75215,GSE71463,0.2857142857142857,0.4615384615384615,18,"['C0009932', 'C0017262', 'C0017337', 'C0040649', 'C0079429', 'C0162493', 'C0185117', 'C0243148', 'C0308718', 'C0728976', 'C1158770', 'C1158817', 'C1158830', 'C1417679', 'C1547100', 'C2911684', 'C3854321', 'C4699379']",RNA deep sequencing to compare genome-wide differences between PRMT5/knockdown and control AML cells,Regulation of genes expression in photoreceptor and other retinal cells by histone H3 tri-methylation at K27 during retinal development
GSE81812,GSE63751,0.2857142857142857,0.45,18,"['C0008972', 'C0018017', 'C0557651', 'C0871261', 'C0947630', 'C1546459', 'C1704632', 'C1705923', 'C1706817', 'C2603343', 'C2911692', 'C2930505', 'C2936621', 'C2936622', 'C2979882', 'C3178810', 'C3844738', 'C4330825']",Next generation sequencing of esophageal squamous cell carcinoma (ESCC) cell line KYSE-180 single cell transcriptomes for radio-resistance analysis,Next Generation Sequencing Facilitates Quantitative Analysis of  Bone Marrow Macrophages and Spleenic Macrophages Transcriptomes in mouse T cell acute lymphoblastic leukemia
GSE125778,GSE92629,0.2857142857142857,0.4571428571428571,16,"['C0008972', 'C0017262', 'C0018017', 'C0185117', 'C0557651', 'C0947630', 'C1171362', 'C1515670', 'C1705923', 'C1707455', 'C2603343', 'C2936621', 'C2936622', 'C4330825', 'C5237010', 'C5444885']",Differential expression of mRNAs in IFN-gamma treated HTR-8/SVneo versus untreated control by next generation sequencing,Next Generation Sequencing Facilitates Quantitative Analysis of Piscor (control) and Nap1l1-shRNA expressed neural stem cell Transcriptomes
GSE79249,GSE75809,0.2857142857142857,0.4705882352941176,16,"['C0008972', 'C0017262', 'C0020792', 'C0185117', 'C0205396', 'C0557651', 'C0851285', 'C0947630', 'C1705923', 'C1707660', 'C2603343', 'C2911684', 'C2986383', 'C3854321', 'C4053868', 'C4699379']",Identification of long noncoding RNAs regulated by p53,RNA-Seq analysis of the WEHI-231-derived stable cell lines WEHI-control and WEHI-miR-148a
GSE125778,GSE89196,0.2857142857142857,0.5384615384615384,14,"['C0017262', 'C0017337', 'C0018017', 'C0079429', 'C0185117', 'C1171362', 'C1417679', 'C1515670', 'C1571704', 'C2911684', 'C3854321', 'C4699379', 'C5237010', 'C5444885']",Differential expression of mRNAs in IFN-gamma treated HTR-8/SVneo versus untreated control by next generation sequencing,Analysis of genes differencially expressed depending on Myc expression
GSE80409,GSE56904,0.2857142857142857,0.5,14,"['C0008972', 'C0017262', 'C0162327', 'C0162801', 'C0185117', 'C0557651', 'C0947630', 'C1294197', 'C1705923', 'C2603343', 'C2911684', 'C3854321', 'C4086963', 'C4699379']",CDK12 regulates alternative last exon mRNA splicing and promotes invasion of a breast cancer cell line,Study of Foxp3 expression in tumor-associated macrophages
GSE84054,GSE89196,0.2857142857142857,0.5384615384615384,14,"['C0017262', 'C0017337', 'C0018017', 'C0079429', 'C0185117', 'C0752248', 'C1171362', 'C1417679', 'C1515670', 'C2911684', 'C3854321', 'C4699379', 'C5237010', 'C5444885']",Transcriptome profiling of ER+ breast cancer primary tumor and its tumorsphere derivative,Analysis of genes differencially expressed depending on Myc expression
GSE102718,GSE63961,0.2857142857142857,0.4615384615384615,12,"['C0002778', 'C0008972', 'C0018017', 'C0557651', 'C0872262', 'C0920317', 'C0936012', 'C0947630', 'C1524024', 'C1571704', 'C1705923', 'C2603343']",RNA-seq Analysis of Tfcp2l1ÎCP2-regulated Genes in Human ESCs,Analysis of wildtype and Csnk2b-deficient Foxp3+ regulatory T cells transcriptomes
GSE102718,GSE94257,0.2857142857142857,0.4615384615384615,12,"['C0002778', 'C0008972', 'C0557651', 'C0872262', 'C0920317', 'C0936012', 'C0947630', 'C1524024', 'C1705923', 'C2603343', 'C4086963', 'C4760607']",RNA-seq Analysis of Tfcp2l1ÎCP2-regulated Genes in Human ESCs,"Next generation sequencing analyses of transcriptomes of 3T3-L1 adipocytes treated with DF, an anti-obesity multi-herbal composition"
GSE77958,GSE92629,0.2857142857142857,0.631578947368421,12,"['C0008972', 'C0018017', 'C0557651', 'C0947630', 'C1546459', 'C1705923', 'C2603343', 'C2930505', 'C2936621', 'C2936622', 'C2979882', 'C4330825']",Next Generation Sequencing Facilitates Quantitative Analysis of ISL1 Regulated Transcriptomes,Next Generation Sequencing Facilitates Quantitative Analysis of Piscor (control) and Nap1l1-shRNA expressed neural stem cell Transcriptomes
GSE77958,GSE92720,0.2857142857142857,0.631578947368421,12,"['C0008972', 'C0018017', 'C0557651', 'C0947630', 'C1546459', 'C1705923', 'C2603343', 'C2930505', 'C2936621', 'C2936622', 'C2979882', 'C4330825']",Next Generation Sequencing Facilitates Quantitative Analysis of ISL1 Regulated Transcriptomes,Next Generation Sequencing Facilitates Quantitative Analysis of Control and H3.3 Knockdown neural stem cell Transcriptomes
GSE86190,GSE93585,0.2857142857142857,0.48,12,"['C0039798', 'C0087111', 'C0543419', 'C0752248', 'C1280500', 'C1301751', 'C1368999', 'C1522326', 'C1533734', 'C1705169', 'C2348382', 'C3178810']",Effect daunorubicin treatment on the transcriptome of HCT116 cells [RNA-seq],Transcriptome analysis of the effect of DAPT in GHMT-induced cardiac reprogramming
GSE59819,GSE58664,0.2857142857142857,0.7692307692307693,10,"['C0009932', 'C0162327', 'C0162801', 'C0243148', 'C0308718', 'C0728976', 'C0917793', 'C1294197', 'C1547100', 'C4086963']",Ribosome profiling and RNA sequencing of U2OS cells overexpressing myc,RNA sequencing of cultured mouse wild-type E10.25 forelimbs in control or cyclopmaine containing media [SOLiD]
GSE74031,GSE62184,0.2857142857142857,0.5882352941176471,10,"['C0004561', 'C0007634', 'C0023172', 'C0524983', 'C0752248', 'C1449575', 'C1956267', 'C3899739', 'C4055498', 'C5552813']",Genes regulated by dimethyl-2-ketoglutarate (DKG) in breast cancer cells,shRNA off target analysis via RNAseq
GSE81817,GSE69374,0.2857142857142857,0.5263157894736842,10,"['C0004793', 'C0026661', 'C0035696', 'C0162326', 'C0162327', 'C0887945', 'C0887955', 'C1519249', 'C3853789', 'C3898448']",Glutamine Deficiency Occurs in Regions of Solid Tumours and Promotes Dedifferentiation through Inhibition of Histone Demethylation,Transcriptional profiling of BXD dorsal root ganglia
GSE81817,GSE70904,0.2857142857142857,0.5263157894736842,10,"['C0004793', 'C0026661', 'C0035696', 'C0162326', 'C0162327', 'C0887945', 'C0887955', 'C1519249', 'C3853789', 'C3898448']",Glutamine Deficiency Occurs in Regions of Solid Tumours and Promotes Dedifferentiation through Inhibition of Histone Demethylation,Eed inactivation in Cdkn2a-null MLL-AF9 transformed cells
GSE84706,GSE69374,0.2857142857142857,0.5263157894736842,10,"['C0004793', 'C0026661', 'C0035696', 'C0162326', 'C0162327', 'C0887945', 'C0887955', 'C1519249', 'C3853789', 'C3898448']",Experimental validation of candidate regulators of KRAS transcriptional components.,Transcriptional profiling of BXD dorsal root ganglia
GSE84706,GSE70904,0.2857142857142857,0.5263157894736842,10,"['C0004793', 'C0026661', 'C0035696', 'C0162326', 'C0162327', 'C0887945', 'C0887955', 'C1519249', 'C3853789', 'C3898448']",Experimental validation of candidate regulators of KRAS transcriptional components.,Eed inactivation in Cdkn2a-null MLL-AF9 transformed cells
GSE87581,GSE102827,0.2857142857142857,0.4761904761904761,10,"['C0002778', 'C0017262', 'C0017263', 'C0185117', 'C0872262', 'C0920317', 'C0936012', 'C1160700', 'C1517486', 'C1524024']",RNA-seq in endometrial stromal tumors,Single-Cell Analysis of Sensory Experience Regulated Gene Expression in Mouse Visual Cortex
GSE92262,GSE73467,0.2857142857142857,0.5882352941176471,10,"['C0026661', 'C0035696', 'C0162327', 'C0162801', 'C0887945', 'C0887955', 'C0917793', 'C1294197', 'C3898448', 'C4086963']",mRNA expression levels in splenic human mononuclear cells of mock- and HIV-1-infected humanized mice,Embryonic stem cells exhibit mRNA isoform-specific translational regulation
GSE93330,GSE100225,0.2857142857142857,0.4761904761904761,10,"['C0001688', 'C0017262', 'C0017263', 'C0185117', 'C0543419', 'C0879626', 'C1160700', 'C1280500', 'C1517486', 'C4277541']",Novel Non-catalytic Substrate-selective p38Î±-specific MAPK Inhibitors with Endothelial-Stabilizing and Anti-inflammatory Activity,"Integrative analysis of behavioral, syaptic, and genomic plasticity in the hippocampus"
GSE96714,GSE93585,0.2857142857142857,0.5,10,"['C0039798', 'C0087111', 'C0543419', 'C1280500', 'C1301751', 'C1368999', 'C1522326', 'C1533734', 'C1705169', 'C2348382']",RNA_seq and Ribo_seq analyses of control and Nutlin3a-treated MCF7 cells (20 hrs),Transcriptome analysis of the effect of DAPT in GHMT-induced cardiac reprogramming
GSE99987,GSE77795,0.2857142857142857,0.4761904761904761,10,"['C0162327', 'C0162801', 'C0543419', 'C0917793', 'C1280500', 'C1294197', 'C1301751', 'C1368999', 'C2348382', 'C4086963']",Next Generation Sequencing Facilitates Quantitative Analysis of Normoxia and Hypoxia Macrophage Transcriptomes,Effect of Ppargc1a overexpression in mouse heart
GSE101972,GSE34550,0.2857142857142857,0.5333333333333333,8,"['C0002778', 'C0872262', 'C0920317', 'C0936012', 'C1524024', 'C3178810', 'C4086963', 'C4760607']",RNA-seq analysis of the role of HBO1 (KAT7/MYST2) in the ovarian cancer cell line UWB1.289.,Systematic RNA-seq analysis of the early events of CD4+ T cell activation
GSE101972,GSE54619,0.2857142857142857,0.5333333333333333,8,"['C0002778', 'C0872262', 'C0920317', 'C0936012', 'C1524024', 'C3178810', 'C4086963', 'C4760607']",RNA-seq analysis of the role of HBO1 (KAT7/MYST2) in the ovarian cancer cell line UWB1.289.,RNA-seq analysis of the transcriptomes of Piwi-deficient iPSCs
GSE52133,GSE80121,0.2857142857142857,0.4705882352941176,8,"['C0020792', 'C0040649', 'C0205396', 'C1136156', 'C1519595', 'C1707660', 'C2986383', 'C4053868']",Identification of transcripts altered upon LIN-41 knockdown in human embryonic stem cells,Identification of warm-sensitive neuron markers using PhosphoTRAP
GSE77032,GSE57959,0.2857142857142857,0.4705882352941176,8,"['C0017262', 'C0162327', 'C0185117', 'C1707455', 'C2911684', 'C3854321', 'C4086963', 'C4699379']","Total RNA sequencing of HCT116 cells with vitamin C, 5-Aza-CdR and combination treatment compared to untreated cells I",Comparison of expression data of  2 & 4- months old  CRYAAN101D versus CRYAAWT lenses
GSE77034,GSE57959,0.2857142857142857,0.4705882352941176,8,"['C0017262', 'C0162327', 'C0185117', 'C1707455', 'C2911684', 'C3854321', 'C4086963', 'C4699379']","Total RNA sequencing of HCT116 cells with vitamin C, 5-Aza-CdR and combination treatment compared to untreated cells II",Comparison of expression data of  2 & 4- months old  CRYAAN101D versus CRYAAWT lenses
GSE84359,GSE46730,0.2857142857142857,0.5714285714285714,8,"['C0008972', 'C0557651', 'C0752248', 'C0947630', 'C1705923', 'C2603343', 'C4086963', 'C4760607']",RNA-seq of primary patient AML samples,Transcriptome Analysis of LincRNA TUNA Knockdown in Mouse Embryonic Stem Cells
GSE87581,GSE34550,0.2857142857142857,0.5333333333333333,8,"['C0002778', 'C0752248', 'C0872262', 'C0920317', 'C0936012', 'C1524024', 'C4086963', 'C4760607']",RNA-seq in endometrial stromal tumors,Systematic RNA-seq analysis of the early events of CD4+ T cell activation
GSE90463,GSE101596,0.2857142857142857,0.5,8,"['C0017262', 'C0017263', 'C0185117', 'C0392747', 'C0443172', 'C0679846', 'C1160700', 'C1517486']",Age-Related Gene Expression Changes in Prostate Cancer Patients [RNA-Seq],Transcriptome analysis of fasted mouse livers
GSE63570,GSE80503,0.2857142857142857,0.6666666666666666,6,"['C1511726', 'C1546437', 'C3245479', 'C3714741', 'C4086963', 'C4760607']",High-throughput sequencing of pluripotent cells,PRC2 preserves cellular plasticity and restricts intestinal secretory lineage commitment (RNA-seq)
GSE80829,GSE72369,0.2857142857142857,0.4615384615384615,6,"['C0752248', 'C1327760', 'C1449575', 'C1513400', 'C4086963', 'C5552813']",Gene expression profiling of melanoma cell lines by RNASeq,Gene expression profiling of control cohesin knockdown LSK cells
GSE19166,GSE89806,0.2857142857142857,0.4444444444444444,4,"['C2936621', 'C2936622', 'C3178810', 'C4330825']",Next generation sequencing of human brain tissues transcriptome,Next Generation Sequencing Facilitates Quantitative Analysis of Wild Type and L2hgdh-/- mice brain Transcriptomes
GSE43126,GSE55552,0.2857142857142857,0.6666666666666666,4,"['C0752248', 'C1327760', 'C1449575', 'C1513400']","Next Generation Sequencing Facilitates Quantitative Analysis of CNE1-mock, CNE1-BART1, CNE-BART3, CNE1-BART7 cells",Hepatocyte ductal metaplasia in chronic mouse liver injury
GSE57299,GSE103799,0.2857142857142857,0.5,4,"['C1511726', 'C1546437', 'C3245479', 'C3714741']","Transcriptome data of CD34+ human cord blood-derived cell treated with UM171, SR1 or both","PMP22 antisense oligonucleotides reverse clinical, pathological, and molecular features of Charcot-Marie-Tooth disease type 1A"
GSE57299,GSE84946,0.2857142857142857,0.5,4,"['C1511726', 'C1546437', 'C3245479', 'C3714741']","Transcriptome data of CD34+ human cord blood-derived cell treated with UM171, SR1 or both",Co-assembly of stranded and unstranded RNA-seq data improves coding and noncoding transcriptome maps
GSE62526,GSE55552,0.2857142857142857,0.6666666666666666,4,"['C0752248', 'C1327760', 'C1449575', 'C1513400']",Gene expression profiling of melanoma cell lines by high throughput sequencing,Hepatocyte ductal metaplasia in chronic mouse liver injury
GSE69284,GSE55552,0.2857142857142857,0.6666666666666666,4,"['C0752248', 'C1327760', 'C1449575', 'C1513400']","RNA-seq 1,25(OH)2D3 time course in THP-1 cells",Hepatocyte ductal metaplasia in chronic mouse liver injury
GSE60391,GSE101984,0.2857142857142857,0.5,2,"['C4086963', 'C4760607']",Global Regulation of Alternative Internal Exon Usage by mRNA 3' End Formation Factors [RNA-Seq],Diversity amongst trigeminal neurons revealed by high throughput single cell sequencing
GSE84930,GSE90758,0.2857142857142857,0.6666666666666666,2,"['C4086963', 'C4760607']",RNA-Seq of retinal tissue from a Human Eye,RNA-SEQ of mutants B cell for IgH 3'RR and Emu
GSE89234,GSE101984,0.2857142857142857,0.5,2,"['C4086963', 'C4760607']",Transcriptome profiling of single HEK293 cells with UMIs on Ion Torrent Proton (Run 20150702),Diversity amongst trigeminal neurons revealed by high throughput single cell sequencing
GSE89235,GSE101984,0.2857142857142857,0.5,2,"['C4086963', 'C4760607']",Transcriptome profiling of single HEK293 cells with UMIs on Ion Torrent Proton (Run 20160225),Diversity amongst trigeminal neurons revealed by high throughput single cell sequencing
GSE66789,GSE65530,0.2833333333333333,0.4594594594594595,17,"['C0001688', 'C0002778', 'C0009932', 'C0243148', 'C0308718', 'C0543419', 'C0728976', 'C0872262', 'C0879626', 'C0920317', 'C0936012', 'C1280500', 'C1524024', 'C1547100', 'C4086963', 'C4277541', 'C4760607']",RNA-seq analysis of control and Myc-induced U2OS cells,Bulk RNA-seq analysis of the macrophage response to Salmonella enterica subsp. Typhimurium (SL1344) exposure
GSE75291,GSE84055,0.2833333333333333,0.4473684210526316,17,"['C0004561', 'C0007634', 'C0017262', 'C0017337', 'C0023172', 'C0079429', 'C0185117', 'C0524983', 'C0681814', 'C1417679', 'C1514559', 'C1706386', 'C3899739', 'C4086963', 'C4524824', 'C4727711', 'C4760607']",RNA-seq analysis upon ARID1B overexpression,Gene Expression Profiling Using Huntington Disease Cell Culture Model
GSE71012,GSE59017,0.2832618025751073,0.4782608695652174,66,"['C0002780', 'C0007634', 'C0008630', 'C0008972', 'C0010992', 'C0017260', 'C0017262', 'C0017337', 'C0018017', 'C0025663', 'C0025664', 'C0040649', 'C0079429', 'C0162801', 'C0185117', 'C0205396', 'C0370079', 'C0441889', 'C0449851', 'C0456079', 'C0456984', 'C0552545', 'C0557651', 'C0597298', 'C0681836', 'C0753802', 'C0814926', 'C0871511', 'C0936012', 'C0947630', 'C1136156', 'C1294197', 'C1334891', 'C1417679', 'C1511726', 'C1519595', 'C1519941', 'C1524024', 'C1537811', 'C1546437', 'C1546459', 'C1547707', 'C1550043', 'C1561491', 'C1705024', 'C1705923', 'C1710679', 'C2603343', 'C2911684', 'C2930505', 'C2936624', 'C2979882', 'C3244125', 'C3245479', 'C3640979', 'C3714741', 'C3854321', 'C3858752', 'C4086963', 'C4699379', 'C4723641', 'C4760607', 'C5236074', 'C5551416', 'C5551417', 'C5667317']",LIN28A modulates splicing and gene expression programs in breast cancer cells [RNA-Seq],Next Generation Sequencing Facilitates Quantitative Analysis of Wild Type and dKO round spermatids Transcriptomes
GSE70665,GSE52514,0.2830188679245283,0.6521739130434783,15,"['C0001272', 'C0008972', 'C0017262', 'C0185117', 'C0557651', 'C0947630', 'C1101610', 'C1705923', 'C2603343', 'C2911684', 'C3245505', 'C3854321', 'C4086963', 'C4699379', 'C4760607']",Integrated Profiling of mRNAs and microRNAs to Identify Potential Biomarkers for Oral Malignant Transformation [mRNA-Seq],Differential gene expression in nephron progenitors lacking miR-17~92
GSE68815,GSE101596,0.282051282051282,0.55,11,"['C0017262', 'C0017263', 'C0185117', 'C0392747', 'C0443172', 'C0679846', 'C0752248', 'C1160700', 'C1517486', 'C4086963', 'C4760607']","Chemoresistance signature generated by genome-wide analysis of methylation, microRNAs, and gene expression in chemoresistant breast cancer cells",Transcriptome analysis of fasted mouse livers
GSE76683,GSE107115,0.282051282051282,0.55,11,"['C0017262', 'C0185117', 'C1511726', 'C1546437', 'C2911684', 'C3245479', 'C3714741', 'C3854321', 'C4086963', 'C4699379', 'C4760607']",RNA-seq expression data from FL-HSPCs after HOXA7 knockdown,Subcellular genomics shows pervasive within-mitochondrion single nucleotide variant heteroplasmy as revealed by single mitochondrion sequencing
GSE97398,GSE95682,0.282051282051282,0.5789473684210527,11,"['C0008972', 'C0543419', 'C0557651', 'C0947630', 'C1280500', 'C1301751', 'C1368999', 'C1705923', 'C1707455', 'C2348382', 'C2603343']",Effect of PKN1 inhibition on androgen responsive genes.,Effect of glucocorticoid steroid regimens on murine dystrophic muscle
GSE125778,GSE52514,0.28125,0.4864864864864865,18,"['C0008972', 'C0017262', 'C0018017', 'C0185117', 'C0205615', 'C0443199', 'C0557651', 'C0947630', 'C1549478', 'C1571704', 'C1705242', 'C1705923', 'C1707455', 'C2603343', 'C2911684', 'C3854321', 'C4554467', 'C4699379']",Differential expression of mRNAs in IFN-gamma treated HTR-8/SVneo versus untreated control by next generation sequencing,Differential gene expression in nephron progenitors lacking miR-17~92
GSE84826,GSE80120,0.28125,0.5806451612903226,18,"['C0001675', 'C0008972', 'C0017262', 'C0557651', 'C0683572', 'C0751606', 'C0752248', 'C0947630', 'C1171362', 'C1449575', 'C1515670', 'C1705923', 'C1706450', 'C2603343', 'C4323874', 'C5237010', 'C5444885', 'C5552813']",Direct Generation of Human Neuronal Cells from Adult Astrocytes by Small Molecules,Cell-specific gene expression profiling of warm-sensitive neurons
GSE120890,GSE64428,0.28125,0.45,9,"['C0017262', 'C0017337', 'C0079429', 'C0185117', 'C0752248', 'C1417679', 'C2911684', 'C3854321', 'C4699379']",Differential expression of genes in AD169-infected MRC5.,Expression profiling of miR-294 and Mbd2 siRNA transfected Dgcr8-/- mESCs by high throughput sequencing
GSE53356,GSE46434,0.28125,0.5625,9,"['C0017262', 'C0185117', 'C1511726', 'C1546437', 'C2911684', 'C3245479', 'C3714741', 'C3854321', 'C4699379']",Expression data from PD32 and PD88 IMR90,Expression data from GFP-labeled c-Kit+ mouse APL cells and normal Lin-Sca-1-c-Kit+ mouse bone marrow cells
GSE55123,GSE46434,0.28125,0.5625,9,"['C0017262', 'C0185117', 'C1511726', 'C1546437', 'C2911684', 'C3245479', 'C3714741', 'C3854321', 'C4699379']",Expression data from untreated and Aza treated AML3 cells,Expression data from GFP-labeled c-Kit+ mouse APL cells and normal Lin-Sca-1-c-Kit+ mouse bone marrow cells
GSE79160,GSE81885,0.28125,0.5,9,"['C0009932', 'C0243148', 'C0308718', 'C0728976', 'C0752248', 'C1547100', 'C3178810', 'C4086963', 'C4760607']",RNA-seq analysis of control and podoplanin knockdown lymphatic endothelial cells,Impact of Runx3 deficiency on mature CD8 T cell responses [RNA-seq]
GSE83501,GSE83467,0.28125,0.4736842105263157,9,"['C0205276', 'C0205409', 'C0599335', 'C0750927', 'C1548221', 'C1550012', 'C1764827', 'C1947913', 'C4706387']",Human Single Cells - Local lung hypoxia determines epithelial fate decisions during alveolar regeneration,"Mouse pooled LNEPs, pre- and post-influenza - Local lung hypoxia determines epithelial fate decisions during alveolar regeneration"
GSE85935,GSE96966,0.28125,0.4736842105263157,9,"['C0025914', 'C0025929', 'C0026809', 'C0086418', 'C1331371', 'C1455722', 'C4086963', 'C4318409', 'C4760607']",Mouse Dux is myotoxic and shares partial functional homology with its human paralog DUX4,RNA-seq analysis comparing normal mouse melanocyte stem cells to the melanoma tumor derived from them upon Braf:Pten mutations
GSE92628,GSE77476,0.28125,0.6,9,"['C0002778', 'C0017262', 'C0017337', 'C0079429', 'C0872262', 'C0920317', 'C0936012', 'C1417679', 'C1524024']",Human embryonic stem cells in E8 and AKIT culture medium,Genome-wide analysis of gene expression of IWR1/Y27632-maintained epiblast stem cells (EpiSCs)
GSE92910,GSE34550,0.28125,0.6,9,"['C0002778', 'C0392747', 'C0443172', 'C0679846', 'C0752248', 'C0872262', 'C0920317', 'C0936012', 'C1524024']",Gene expression profiling of histone deacetylase inhibition in triple-negative breast cancer,Systematic RNA-seq analysis of the early events of CD4+ T cell activation
GSE30567,GSE39619,0.2808988764044944,0.4545454545454545,25,"['C0013447', 'C0028630', 'C0034137', 'C0035668', 'C0041921', 'C0205166', 'C0221097', 'C0332158', 'C0332281', 'C0337611', 'C0348080', 'C0392367', 'C1444754', 'C1511726', 'C1522634', 'C1546437', 'C1705253', 'C1705415', 'C1706316', 'C1707908', 'C1708634', 'C2700640', 'C3245479', 'C3245509', 'C3714741']",ENCODE Cold Spring Harbor Labs Long RNA-seq (hg19),RNA-seq from ENCODE/Stanford/Yale
GSE106545,GSE72129,0.2807017543859649,0.6153846153846154,16,"['C0008972', 'C0018017', 'C0557651', 'C0752248', 'C0947630', 'C1513372', 'C1546459', 'C1705923', 'C2603343', 'C2930505', 'C2936269', 'C2936621', 'C2936622', 'C2979882', 'C3178810', 'C4330825']",Next Generation Sequencing Facilitates Quantitative Analysis of Wild Type and AXL-/- astrocytes Transcriptomes,Next Generation Sequencing Facilitates Quantitative Analysis of Sensory Neurons Transcriptomes in response to Trophic Withdrawal
GSE85840,GSE61915,0.2807017543859649,0.4444444444444444,16,"['C0004793', 'C0026661', 'C0035696', 'C0040649', 'C0162326', 'C0162327', 'C0162493', 'C0392747', 'C0443172', 'C0679846', 'C0887945', 'C0887955', 'C1158770', 'C1519249', 'C3853789', 'C3898448']","Transcriptional changes induced by Brd4 inhibitor, AZD5153, in cancer cell lines",Transcriptional changes in the aging mouse hippocampus (RNA-seq)
GSE93072,GSE83848,0.28,0.6086956521739131,14,"['C0008972', 'C0018017', 'C0035173', 'C0220825', 'C0557651', 'C0947630', 'C1261322', 'C1292732', 'C1552578', 'C1571704', 'C1705923', 'C2603343', 'C4086963', 'C4760607']",Virus Mimicry in the Tumor Microenvironment Activates RIG-I Through Unshielding of Endogenous RNA in Exosomes [patients RNA-Seq],Tumor Interferon Signaling Regulates a Multigenic Resistance Program to Immune Checkpoint Blockade [RNA-Seq]
