gse_1,gse_2,jaccard,containment,overlap_count,shared_cuis,title_1,title_2,comparison
GSE79160,GSE65530,0.2352941176470588,0.5217391304347826,12,"['C0002778', 'C0009932', 'C0243148', 'C0308718', 'C0728976', 'C0872262', 'C0920317', 'C0936012', 'C1524024', 'C1547100', 'C4086963', 'C4760607']",RNA-seq analysis of control and podoplanin knockdown lymphatic endothelial cells,Bulk RNA-seq analysis of the macrophage response to Salmonella enterica subsp. Typhimurium (SL1344) exposure,human_mouse
GSE79160,GSE67015,0.2352941176470588,0.5217391304347826,12,"['C0002778', 'C0009932', 'C0243148', 'C0308718', 'C0728976', 'C0752248', 'C0872262', 'C0920317', 'C0936012', 'C1524024', 'C1547100', 'C3178810']",RNA-seq analysis of control and podoplanin knockdown lymphatic endothelial cells,RNAseq Analysis of Transcriptome expression profiles in E13.5 Foxf2-/-Osr2RFP/+ and control palatal mesenchymal cells,human_mouse
GSE80237,GSE48109,0.2352941176470588,0.5,12,"['C0002778', 'C0017262', 'C0185117', 'C0872262', 'C0920317', 'C0936012', 'C1524024', 'C2911684', 'C3854321', 'C4086963', 'C4699379', 'C4760607']",RNA-seq analysis reveals profound changes in transcript profiles between siCon- and siH19-transfected EVT cells,RNA-seq analysis of gene expression in male and female mouse liver,human_mouse
GSE83786,GSE101596,0.2352941176470588,0.6,12,"['C0017262', 'C0017263', 'C0185117', 'C0392747', 'C0443172', 'C0679846', 'C0752248', 'C1160700', 'C1517486', 'C4086963', 'C4760607', 'C5690740']",JUNB is a critical AP1 component for SMAD2/3 binding after TGFÎ² stimulation [RNA-seq],Transcriptome analysis of fasted mouse livers,human_mouse
GSE87581,GSE107623,0.2352941176470588,0.5714285714285714,12,"['C0002778', 'C0017262', 'C0017263', 'C0185117', 'C0872262', 'C0920317', 'C0936012', 'C1160700', 'C1517486', 'C1524024', 'C4086963', 'C4760607']",RNA-seq in endometrial stromal tumors,RNA-seq analysis of cymopol and algal extracts in the intestine,human_mouse
GSE94120,GSE66008,0.2352941176470588,0.4615384615384615,12,"['C0008972', 'C0017262', 'C0185117', 'C0557651', 'C0871261', 'C0947630', 'C1704632', 'C1705923', 'C1706817', 'C2603343', 'C2911692', 'C3844738']",Transcriptome-wide response to synthetic chromatin protein PcTF,Response of liver-expressed genes (including lincRNAs) to continuous growth hormone (GH) infusion,human_mouse
GSE95453,GSE57648,0.2352941176470588,0.4444444444444444,12,"['C0543419', 'C0752248', 'C1280500', 'C1301751', 'C1368999', 'C2348382', 'C3178810', 'C4527431', 'C5205215', 'C5205297', 'C5447528', 'C5555096']",Hyper-repression of HUSH target genes by over-expression of the R252W Charcot-Marie-Tooth disease mutant MORC2,Effect of Rps5 heterozygous deletion on embryonic stem cells transcriptome,human_mouse
GSE98541,GSE101732,0.2352941176470588,0.6,12,"['C0009932', 'C0017262', 'C0017263', 'C0185117', 'C0243148', 'C0308718', 'C0728976', 'C1160700', 'C1517486', 'C1547100', 'C4086963', 'C4760607']",RNA-seq analysis of scaffold attachment factor A (SAF-A) knockdown in RPE1 cells,RNA-sequencing of Mbd3-null and control haematopoietic stem cell and lymphoid progenitor cell populations,human_mouse
GSE101638,GSE102443,0.2352941176470588,0.4,8,"['C0205409', 'C0750927', 'C0752248', 'C1548221', 'C1764827', 'C4086963', 'C4706387', 'C4760607']",RNA-seq from human meningioma samples,Single-cell RNA-Seq of the geniculate ganglion from Mus musculus,human_mouse
GSE65481,GSE33921,0.2352941176470588,0.6666666666666666,8,"['C0008046', 'C0013935', 'C0017262', 'C0036563', 'C0185117', 'C0868971', 'C4086963', 'C4760607']",Human Embryo Single Cell Transcriptome Analysis,RNA-Seq from two-cell (2C) stage embryos,human_mouse
GSE68799,GSE86949,0.2352941176470588,0.4,8,"['C0008972', 'C0557651', 'C0752248', 'C0947630', 'C1705923', 'C2603343', 'C3178810', 'C5417695']",RNASeq identified human transcriptome alterations in Chinese Nasopharyngeal Carcinoma,RNAseq data from mouse beta-cells expressing mutant (GCK Y214C) versus wild-type Glucokinase,human_mouse
GSE70544,GSE28207,0.2352941176470588,0.4444444444444444,8,"['C0162327', 'C0162801', 'C0752248', 'C0870781', 'C0917793', 'C1294197', 'C3178810', 'C4086963']",Transcriptional Signatures of Hypoxic and Inflammatory Renal Epithelial Injury,Two-step RNA sequencing identifies a tissue-specific landscape of sense/antisense transcription,human_mouse
GSE74232,GSE77795,0.2352941176470588,0.3809523809523809,8,"['C0162327', 'C0162801', 'C0543419', 'C1280500', 'C1294197', 'C1301751', 'C1368999', 'C2348382']",The effect of Heterogeneous Transcription Start Sites (TSS) on the Translatome: Implications for the Mammalian Cellular Phenotype.,Effect of Ppargc1a overexpression in mouse heart,human_mouse
GSE77958,GSE83848,0.2352941176470588,0.4210526315789473,8,"['C0008972', 'C0018017', 'C0557651', 'C0947630', 'C1705923', 'C2603343', 'C4086963', 'C4760607']",Next Generation Sequencing Facilitates Quantitative Analysis of ISL1 Regulated Transcriptomes,Tumor Interferon Signaling Regulates a Multigenic Resistance Program to Immune Checkpoint Blockade [RNA-Seq],human_mouse
GSE79842,GSE89108,0.2352941176470588,0.4,8,"['C0017262', 'C0017263', 'C0185117', 'C0392747', 'C0443172', 'C0679846', 'C1160700', 'C1517486']",RNAseq from disomic and trisomic fibroblasts and lymphoblastoids,Integrative analysis of translatome and transcriptome of adipocytes,human_mouse
GSE84359,GSE68822,0.2352941176470588,0.4,8,"['C0008972', 'C0557651', 'C0752248', 'C0947630', 'C1705923', 'C2603343', 'C4086963', 'C4760607']",RNA-seq of primary patient AML samples,MLL1 and MLL fusion proteins play distinct roles in regulating MLLleukemic transcription program [RNA-Seq],human_mouse
GSE87581,GSE67688,0.2352941176470588,0.3809523809523809,8,"['C0002778', 'C0752248', 'C0872262', 'C0920317', 'C0936012', 'C1524024', 'C4086963', 'C4760607']",RNA-seq in endometrial stromal tumors,Transcriptomic analysis of vulvovaginal candidiasis identifies a role for the NLRP3 inflammasome,human_mouse
GSE90463,GSE48419,0.2352941176470588,0.5,8,"['C0017262', 'C0017263', 'C0185117', 'C0392747', 'C0443172', 'C0679846', 'C1160700', 'C1517486']",Age-Related Gene Expression Changes in Prostate Cancer Patients [RNA-Seq],Gene expression analysis of Ash1l mutant mouse embryonic stem cells.,human_mouse
GSE94724,GSE46730,0.2352941176470588,0.5714285714285714,8,"['C0008972', 'C0557651', 'C0752248', 'C0947630', 'C1705923', 'C2603343', 'C4086963', 'C5690740']",Transcriptome analysis of HCMV infected tissues,Transcriptome Analysis of LincRNA TUNA Knockdown in Mouse Embryonic Stem Cells,human_mouse
GSE81673,GSE100426,0.2352941176470588,0.5,4,"['C4086963', 'C4760607', 'C5554878', 'C5669539']",Characterisation of EZH2-deficient human embryonic stem cells [single cell RNA-seq],Heterogeneous responses of hematopoietic stem cells to inflammatory stimuli are altered with age - single cell,human_mouse
GSE83560,GSE55552,0.2352941176470588,0.6666666666666666,4,"['C0752248', 'C1327760', 'C1449575', 'C1513400']",Gene expression profiling of papillary thyroid cancer from central and invasive regions,Hepatocyte ductal metaplasia in chronic mouse liver injury,human_mouse
GSE85854,GSE67266,0.2352941176470588,0.4444444444444444,4,"['C1883559', 'C2700323', 'C5205215', 'C5444688']",Transcriptome analysis of alternative splicing events in WT and P-KO H9 cells,WT and Mk2/3 KO MEFs response to etoposide,human_mouse
GSE92592,GSE95141,0.2352941176470588,0.8,4,"['C0162327', 'C0162801', 'C1294197', 'C4086963']",mRNA Sequencing of Ideopathic Pulmonary Fibrosis (IPF) and Control Samples from the Lung Tissue Research Consortium (LTRC),RNA sequencing of striatum tissue from naive Csnk1e knockout mice and wild-type mice,human_mouse
GSE98050,GSE59017,0.2347826086956521,0.4390243902439024,54,"['C0002778', 'C0008630', 'C0008972', 'C0010992', 'C0017262', 'C0017337', 'C0018017', 'C0020517', 'C0026661', 'C0035696', 'C0036667', 'C0079429', 'C0185117', 'C0312418', 'C0392762', 'C0427965', 'C0441889', 'C0449286', 'C0456984', 'C0542560', 'C0557651', 'C0750484', 'C0814926', 'C0872262', 'C0887945', 'C0887955', 'C0920317', 'C0936012', 'C0947630', 'C1417679', 'C1511883', 'C1513400', 'C1524024', 'C1546459', 'C1705923', 'C1710679', 'C2348088', 'C2603343', 'C2911684', 'C2930505', 'C2979882', 'C3178810', 'C3244125', 'C3640979', 'C3854321', 'C3858554', 'C3858752', 'C3898448', 'C4086963', 'C4699379', 'C4723641', 'C4760607', 'C5552813', 'C5667317']",mRNA profiles of U251 cells with endogenous Gcn5 depletion and reconstituted expression of WT Flag-rGcn5 or Flag-rGcn5 Y645A / endogenous DLST depletion and reconstituted expression of WT V5-rDLST or V5-rDLST R224A/K226E,Next Generation Sequencing Facilitates Quantitative Analysis of Wild Type and dKO round spermatids Transcriptomes,human_mouse
GSE36952,GSE33141,0.2346938775510204,0.647887323943662,46,"['C0008972', 'C0017260', 'C0018017', 'C0025663', 'C0025664', 'C0040649', 'C0162801', 'C0441889', 'C0449851', 'C0456079', 'C0557651', 'C0597298', 'C0599161', 'C0600596', 'C0681836', 'C0752248', 'C0871511', 'C0936012', 'C0947630', 'C1136156', 'C1136348', 'C1294197', 'C1449575', 'C1513372', 'C1519595', 'C1519941', 'C1522053', 'C1537811', 'C1546459', 'C1547707', 'C1561491', 'C1705923', 'C1709016', 'C2603343', 'C2930505', 'C2936269', 'C2936621', 'C2936622', 'C2936624', 'C2979882', 'C3178810', 'C4086963', 'C4723641', 'C4760607', 'C5551416', 'C5551417']",Transcriptome wide analysis of  classically  and alternatively activated macrophages,Next Generation Sequencing Facilitates Quantitative Analysis of Wild Type and Nrl-/- Retinal Transcriptomes,human_mouse
GSE52734,GSE73077,0.2345679012345679,0.475,19,"['C0017262', 'C0017263', 'C0017337', 'C0079429', 'C0151904', 'C0185117', 'C0205217', 'C0221106', 'C0442805', 'C0752248', 'C0876956', 'C1160700', 'C1417679', 'C1517486', 'C2911684', 'C3854321', 'C4699379', 'C5236002', 'C5552712']",Gene expression analysis of high-glucose stimulated human mesangial cells and tubular epithelial cells,Expression analysis of TCRgd+LAP+ versus TCRgd+LAP- cells,human_mouse
GSE71012,GSE71042,0.2345132743362832,0.3840579710144927,53,"['C0002780', 'C0005532', 'C0008630', 'C0008972', 'C0010992', 'C0017260', 'C0018017', 'C0040649', 'C0205173', 'C0205396', 'C0370079', 'C0392756', 'C0441889', 'C0456079', 'C0552545', 'C0557651', 'C0600497', 'C0681836', 'C0753802', 'C0814926', 'C0936012', 'C0947630', 'C1136156', 'C1334891', 'C1511726', 'C1519595', 'C1519941', 'C1524024', 'C1537811', 'C1546437', 'C1546459', 'C1547707', 'C1550043', 'C1705024', 'C1705923', 'C1710679', 'C1883725', 'C2603343', 'C2930505', 'C2979882', 'C3245479', 'C3539942', 'C3640979', 'C3714741', 'C3858752', 'C4086963', 'C4723641', 'C4760607', 'C5236074', 'C5551416', 'C5551417', 'C5575003', 'C5667317']",LIN28A modulates splicing and gene expression programs in breast cancer cells [RNA-Seq],ADAR1-mediated A-to-I RNA editing is essential for erythropoiesis [RNA-seq],human_mouse
GSE115575,GSE97026,0.2344827586206896,0.4788732394366197,34,"['C0002778', 'C0008630', 'C0008972', 'C0010992', 'C0017262', 'C0018017', 'C0185117', 'C0205396', 'C0370079', 'C0456984', 'C0552545', 'C0557651', 'C0752248', 'C0814926', 'C0872262', 'C0920317', 'C0936012', 'C0947630', 'C1524024', 'C1550043', 'C1571704', 'C1705923', 'C1710679', 'C2603343', 'C2911684', 'C3178810', 'C3244125', 'C3640979', 'C3854321', 'C3858752', 'C4699379', 'C4723641', 'C5236074', 'C5667317']",yylncT acts as a gatekeeper of the mesodermal transcriptional program by local modulation of DNMT3B [human_1],Next Generation Sequencing Analysis of Wild Type(WT) and Gdf9-Cre;Kat8 fl/fl(Kat8 Gdf9 cKO)  Oocyte Transcriptome,human_mouse
GSE82184,GSE22131,0.234375,0.7142857142857143,15,"['C0001688', 'C0008972', 'C0017262', 'C0185117', 'C0543419', 'C0557651', 'C0879626', 'C0947630', 'C1280500', 'C1705923', 'C2603343', 'C2911684', 'C3854321', 'C4277541', 'C4699379']",KSHV LANA upregulates the expression of EGFL7 proteins in BJAB cells,High resolution analysis of genomic imprinting in the embryonic and adult mouse brain AND Sex-specific imprinting in the mouse brain,human_mouse
GSE95245,GSE85303,0.234375,0.8823529411764706,15,"['C0007613', 'C0016030', 'C0039798', 'C0087111', 'C0392747', 'C0443172', 'C0679846', 'C0851285', 'C1325880', 'C1522326', 'C1533734', 'C1546634', 'C1550637', 'C1705169', 'C5417695']",RNAseq changes in human fibroblasts after treatment with E16.5 skin extract,RNAseq changes in fibroblasts after treatment with selected protein(s) or E16.5 skin extract,human_mouse
GSE75147,GSE53249,0.2340425531914893,0.3928571428571428,22,"['C0002778', 'C0009932', 'C0035668', 'C0162327', 'C0205307', 'C0205409', 'C0243148', 'C0308718', 'C0728976', 'C0750927', 'C0872262', 'C0920317', 'C0936012', 'C1524024', 'C1547100', 'C1548221', 'C1550457', 'C1550469', 'C1551394', 'C1553386', 'C1764827', 'C4706387']",RNA splicing alteration on glioblastoma and normal neural stem cells,"Transcriptomics analysis of gene expression in normal and FTO, METTL3 deficient Mouse embryo fibroblast 3T3-L1 pre-adipocytes",human_mouse
GSE107762,GSE55808,0.2340425531914893,0.4230769230769231,11,"['C0017337', 'C0020792', 'C0079429', 'C0205396', 'C0332281', 'C1417679', 'C1707660', 'C2986383', 'C4053868', 'C4086963', 'C4760607']",Identification of PRMT5-dependent genes in ESA+CD24lowCD44+ MCF7 cells,Identification of genes associated with TGF-beta/Smad3-mediated renal inflammation and fibrosis by RNA sequencing,human_mouse
GSE119587,GSE63412,0.2340425531914893,0.44,11,"['C0002778', 'C0017262', 'C0017263', 'C0185117', 'C0872262', 'C0920317', 'C0936012', 'C1160700', 'C1517486', 'C1524024', 'C4086963']",Effects of Polybrominated Diphenyl Ether (PBDE) Mixture on estrogen receptor positive (ER+) patient-derived tumor xenograft (PDX) model,RNA-seq analysis of contextual fear conditioning,human_mouse
GSE120890,GSE97891,0.2340425531914893,0.5238095238095238,11,"['C0017262', 'C0017337', 'C0079429', 'C0185117', 'C0392747', 'C0443172', 'C0679846', 'C1417679', 'C2911684', 'C3854321', 'C4699379']",Differential expression of genes in AD169-infected MRC5.,Rem2 promotes synapse formation by regulating the expression of genes encoding synaptogenic molecules,human_mouse
GSE47095,GSE47703,0.2340425531914893,0.3928571428571428,11,"['C0004793', 'C0007634', 'C0026661', 'C0035696', 'C0162326', 'C0162327', 'C0887945', 'C0887955', 'C1519249', 'C3853789', 'C3898448']",A Large-Scale RNAi-Based Mouse Tumorigenesis Screen Identifies    New Lung Cancer Tumor Suppressors that Repress FGFR Signaling,Differential programming of B cells in Aicda-/- mice [RNA-Seq],human_mouse
GSE64642,GSE93622,0.2340425531914893,0.4230769230769231,11,"['C0017262', 'C0017263', 'C0185117', 'C0543419', 'C1160700', 'C1280500', 'C1292732', 'C1301751', 'C1368999', 'C1517486', 'C2348382']",SIRT6 regulates redox homeostasis in human mesenchymal stem cells by the transactivation of NRF2,"MLL2, but not MLL1, plays a major role to sustain leukemia survival [RNA-seq]",human_mouse
GSE69787,GSE57654,0.2340425531914893,0.55,11,"['C0017262', 'C0017263', 'C0033137', 'C0185117', 'C0205225', 'C0439612', 'C1160700', 'C1335497', 'C1517486', 'C4086963', 'C5679898']",Transcriptome and Micronome analysis of OPLL,Gene expression by RNA_Seq,human_mouse
GSE70620,GSE75706,0.2340425531914893,0.3928571428571428,11,"['C0162327', 'C0162801', 'C0871261', 'C0917793', 'C1294197', 'C1704632', 'C1706817', 'C2911692', 'C3844738', 'C4086963', 'C4760607']",Regulatory T cell modulation by CBP/EP300 bromodomain inhibition [RNA-seq],RNA Sequencing Facilitates Quantitative Analysis of Primary Microglia Transcriptomes,human_mouse
GSE70620,GSE80304,0.2340425531914893,0.3928571428571428,11,"['C0162327', 'C0162801', 'C0871261', 'C0917793', 'C1294197', 'C1704632', 'C1706817', 'C2911692', 'C3844738', 'C4086963', 'C4760607']",Regulatory T cell modulation by CBP/EP300 bromodomain inhibition [RNA-seq],RNA Sequencing Facilitates Quantitative Analysis of Primary Microglia Transcriptomes II,human_mouse
GSE73784,GSE75936,0.2340425531914893,0.6111111111111112,11,"['C0035173', 'C0220825', 'C0752248', 'C1261322', 'C1292732', 'C1449575', 'C1552578', 'C1956267', 'C4055498', 'C4086963', 'C5552813']", Three-dimensional disorganisation of the cancer genome occurs coincident with long range genetic and epigenetic alterations [RNA-seq],Gene expression profiles of Id3lo and Id3hi regulatory T cells,human_mouse
GSE75741,GSE65732,0.2340425531914893,0.4583333333333333,11,"['C0004561', 'C0007634', 'C0009585', 'C0009586', 'C0023172', 'C0162340', 'C0524983', 'C1880156', 'C3899739', 'C4086963', 'C4760607']",The role of PRMT5/WDR77 complex in promoting breast cancer oncogenesis [RNA-Seq],Comprehensive role of Zfp217 in m6A methylation [RNA-seq RA],human_mouse
GSE76682,GSE84480,0.2340425531914893,0.3793103448275862,11,"['C0017262', 'C0185117', 'C1511726', 'C1546437', 'C2911684', 'C3245479', 'C3714741', 'C3854321', 'C4086963', 'C4699379', 'C4760607']",RNA-seq expression data from EB-HSPC after AM580 treatment compated to DMSO-trated and FL-HSPCs,PCGF6-PRC1 suppresses premature differentiation of embryonic stem cells by silencing germ cell-related genes [RNA-Seq],human_mouse
GSE78271,GSE84945,0.2340425531914893,0.3793103448275862,11,"['C0008972', 'C0018017', 'C0557651', 'C0947630', 'C1705923', 'C1883559', 'C2603343', 'C4331207', 'C4527431', 'C5444688', 'C5555096']",RNA-SEQ assay for wild type and CRISPR induced endoglin knockout human pulmonary artery smooth muscle cells (PASMC),Next Generation Sequencing Facilitates Quantitative Analysis of Wild Type and FXRalpha-/- testicular Transcriptomes,human_mouse
GSE79044,GSE77862,0.2340425531914893,0.3928571428571428,11,"['C0017262', 'C0017263', 'C0185117', 'C1160700', 'C1511726', 'C1517486', 'C1546437', 'C3245479', 'C3714741', 'C4086963', 'C4760607']",Dynamic gene regulatory networks of human myeloid differentiation [RNA-seq],RNA-seq data from livers of 6 month old Akt1F/F;Akt2-/- versus Akt1F/F;Akt2-/-;Alb-Cre mice,human_mouse
GSE81955,GSE68846,0.2340425531914893,0.44,11,"['C0004793', 'C0026661', 'C0035696', 'C0162326', 'C0162327', 'C0887945', 'C0887955', 'C1519249', 'C3853789', 'C3898448', 'C4086963']",Analysis of polysomal enrichment and depletion of mRNA in untreated and TGF-beta treated MCF-10A and MCF7 cells,RNA sequencing of ILK-deficient hair follicle bulge stem cells,human_mouse
